"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2026-09-22T05:45:04.814+09:00"
"RESULT_INF"
"TOTAL_NUMBER","600"
"FROM_NUMBER","1"
"TO_NUMBER","600"
"TABLE_INF","0003060791"
"STAT_NAME","00350600","法人企業統計調査"
"GOV_ORG","00350","財務省"
"STATISTICS_NAME","法人企業統計調査 時系列データ"
"TITLE","1","時系列データ 金融業、保険業以外の業種(原数値)"
"CYCLE","年度次"
"SURVEY_DATE","202504-202603"
"OPEN_DATE","2026-09-01"
"SMALL_AREA","0"
"COLLECT_AREA","該当なし"
"MAIN_CATEGORY","07","企業・家計・経済"
"SUB_CATEGORY","01","企業活動"
"OVERALL_TOTAL_NUMBER","7479609"
"UPDATED_DATE","2026-09-01"
"STATISTICS_NAME_SPEC","法人企業統計調査","時系列データ","","","",""
"TITLE_SPEC","時系列データ","金融業、保険業以外の業種(原数値)","","","",""
"NOTE","*","計算結果が値を持たない項目"
"VALUE"
"cat01_code","調査項目 (金融業、保険業以外の業種)","cat02_code","業種 (金融業、保険業以外の業種)","cat03_code","規模 (金融業、保険業以外の業種)","time_code","年  期","unit","value","annotation"
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20200","2020年度","％","7.2",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20210","2021年度","％","9.1",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20220","2022年度","％","9.6",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20230","2023年度","％","10.7",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20240","2024年度","％","11.1",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","25","10億円以上","20250","2025年度","％","12.0",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20160","2016年度","％","4.2",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20170","2017年度","％","4.5",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20180","2018年度","％","4.6",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20190","2019年度","％","4.0",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20200","2020年度","％","3.9",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20210","2021年度","％","5.0",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20220","2022年度","％","5.0",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20230","2023年度","％","5.3",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20240","2024年度","％","5.3",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","24","1億円以上 - 10億円未満","20250","2025年度","％","5.8",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20160","2016年度","％","3.5",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20170","2017年度","％","3.8",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20180","2018年度","％","3.6",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20190","2019年度","％","3.1",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20200","2020年度","％","2.7",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20210","2021年度","％","3.6",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20220","2022年度","％","3.5",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20230","2023年度","％","3.7",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20240","2024年度","％","4.1",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","19","1千万円以上 - 1億円未満","20250","2025年度","％","4.3",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20160","2016年度","％","2.6",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20170","2017年度","％","2.6",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20180","2018年度","％","2.7",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20190","2019年度","％","2.2",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20200","2020年度","％","2.3",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20210","2021年度","％","2.0",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20220","2022年度","％","2.9",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20230","2023年度","％","3.3",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20240","2024年度","％","2.8",""
"127","売上高経常利益率(当期末)","104","全産業（除く金融保険業）","16","1千万円未満","20250","2025年度","％","3.1",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20160","2016年度","％","6.1",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20170","2017年度","％","7.0",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20180","2018年度","％","6.6",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20190","2019年度","％","5.7",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20200","2020年度","％","6.0",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20210","2021年度","％","8.3",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20220","2022年度","％","7.9",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20230","2023年度","％","8.6",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20240","2024年度","％","8.6",""
"127","売上高経常利益率(当期末)","108","製造業","26","全規模","20250","2025年度","％","9.1",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20160","2016年度","％","7.4",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20170","2017年度","％","8.8",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20180","2018年度","％","8.2",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20190","2019年度","％","7.1",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20200","2020年度","％","7.6",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20210","2021年度","％","10.6",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20220","2022年度","％","10.6",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20230","2023年度","％","11.4",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20240","2024年度","％","11.6",""
"127","売上高経常利益率(当期末)","108","製造業","25","10億円以上","20250","2025年度","％","12.3",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20160","2016年度","％","5.5",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20170","2017年度","％","5.6",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20180","2018年度","％","5.2",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20190","2019年度","％","4.5",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20200","2020年度","％","5.0",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20210","2021年度","％","6.4",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20220","2022年度","％","5.4",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20230","2023年度","％","5.8",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20240","2024年度","％","5.6",""
"127","売上高経常利益率(当期末)","108","製造業","24","1億円以上 - 10億円未満","20250","2025年度","％","6.0",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20160","2016年度","％","3.7",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20170","2017年度","％","4.1",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20180","2018年度","％","4.2",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20190","2019年度","％","3.5",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20200","2020年度","％","3.1",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20210","2021年度","％","4.4",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20220","2022年度","％","3.5",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20230","2023年度","％","4.1",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20240","2024年度","％","4.3",""
"127","売上高経常利益率(当期末)","108","製造業","19","1千万円以上 - 1億円未満","20250","2025年度","％","4.4",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20160","2016年度","％","3.5",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20170","2017年度","％","1.7",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20180","2018年度","％","2.8",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20190","2019年度","％","2.0",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20200","2020年度","％","1.5",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20210","2021年度","％","1.9",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20220","2022年度","％","3.0",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20230","2023年度","％","3.5",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20240","2024年度","％","1.5",""
"127","売上高経常利益率(当期末)","108","製造業","16","1千万円未満","20250","2025年度","％","2.9",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20160","2016年度","％","4.8",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20170","2017年度","％","4.9",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20180","2018年度","％","5.0",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20190","2019年度","％","4.5",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20200","2020年度","％","4.1",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20210","2021年度","％","4.8",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20220","2022年度","％","5.3",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20230","2023年度","％","5.8",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20240","2024年度","％","6.1",""
"127","売上高経常利益率(当期末)","144","非製造業","26","全規模","20250","2025年度","％","6.6",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20160","2016年度","％","8.2",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20170","2017年度","％","7.7",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20180","2018年度","％","8.2",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20190","2019年度","％","7.6",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20200","2020年度","％","7.0",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20210","2021年度","％","8.0",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20220","2022年度","％","8.8",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20230","2023年度","％","10.1",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20240","2024年度","％","10.6",""
"127","売上高経常利益率(当期末)","144","非製造業","25","10億円以上","20250","2025年度","％","11.7",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20160","2016年度","％","3.7",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20170","2017年度","％","4.2",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20180","2018年度","％","4.4",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20190","2019年度","％","3.8",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20200","2020年度","％","3.6",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20210","2021年度","％","4.4",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20220","2022年度","％","4.9",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20230","2023年度","％","5.1",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20240","2024年度","％","5.2",""
"127","売上高経常利益率(当期末)","144","非製造業","24","1億円以上 - 10億円未満","20250","2025年度","％","5.7",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20160","2016年度","％","3.4",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20170","2017年度","％","3.7",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20180","2018年度","％","3.4",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20190","2019年度","％","3.0",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20200","2020年度","％","2.6",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20210","2021年度","％","3.4",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20220","2022年度","％","3.5",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20230","2023年度","％","3.6",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20240","2024年度","％","4.1",""
"127","売上高経常利益率(当期末)","144","非製造業","19","1千万円以上 - 1億円未満","20250","2025年度","％","4.2",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20160","2016年度","％","2.5",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20170","2017年度","％","2.6",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20180","2018年度","％","2.7",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20190","2019年度","％","2.2",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20200","2020年度","％","2.3",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20210","2021年度","％","2.0",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20220","2022年度","％","2.9",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20230","2023年度","％","3.3",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20240","2024年度","％","2.9",""
"127","売上高経常利益率(当期末)","144","非製造業","16","1千万円未満","20250","2025年度","％","3.2",""
